order_id,total_quantity,order_value
O00002451,1,278.14
O00002452,3,345.20000000000005
O00002453,4,604.62
O00002454,4,361.06
O00002455,1,87.46
O00002456,2,1355.2
O00002457,1,69.15
O00002458,1,50.96
O00002459,2,107.61
O00002460,2,1693.22
O00002461,2,55.82
O00002462,6,887.46
O00002463,3,196.76
O00002464,3,1007.03
O00002465,1,159.14
O00002466,3,108.64000000000001
O00002467,1,163.19
O00002468,2,645.04
O00002469,1,104.54
O00002470,3,420.69
O00002471,3,163.54000000000002
O00002472,1,81.47
O00002473,1,349.01
O00002474,2,116.22
O00002475,1,20.92
O00002476,1,10.29
O00002477,1,109.53
O00002478,1,45.74
O00002479,3,810.5300000000001
O00002480,2,152.36
O00002481,5,550.48
O00002482,2,242.34
O00002483,4,644.14
O00002484,3,289.65
O00002485,5,1304.52
O00002486,3,538.65
O00002487,7,1501.7
O00002488,1,148.66
O00002489,1,238.08
O00002490,3,115.25999999999999
O00002491,1,337.06
O00002492,3,130.88
O00002493,5,909.02
O00002494,3,377.65
O00002495,3,258.34000000000003
O00002496,8,2893.6400000000003
O00002497,4,176.25
O00002498,4,1202.77
O00002499,1,210.39
O00002500,3,1017.63
O00002501,4,821.1
O00002502,1,157.0
O00002503,2,896.16
O00002504,2,979.03
O00002505,4,786.8499999999999
O00002506,7,1310.78
O00002507,7,370.90000000000003
O00002508,1,177.64
O00002509,5,398.93
O00002510,5,341.88
O00002511,2,38.18
O00002512,1,398.82
O00002513,1,63.96
O00002514,3,441.33
O00002515,3,793.59
O00002516,4,569.04
O00002517,2,200.4
O00002518,1,108.38
O00002519,3,64.45
O00002520,3,101.99000000000001
O00002521,4,309.73
O00002522,7,518.24
O00002523,2,72.08
O00002524,1,697.76
O00002525,2,637.4300000000001
O00002526,8,1588.08
O00002527,3,96.89
O00002528,1,8.2
O00002529,2,65.56
O00002530,1,132.56
O00002531,2,333.28
O00002532,5,493.86
O00002533,3,169.78
O00002534,1,283.47
O00002535,6,1103.1100000000001
O00002536,2,238.04
O00002537,10,4734.87
O00002538,2,188.15
O00002539,4,348.09999999999997
O00002540,3,367.9
O00002541,6,502.87
O00002542,5,1137.23
O00002543,4,990.89
O00002544,4,472.74
O00002545,2,30.52
O00002546,4,202.62
O00002547,5,162.95000000000002
O00002548,1,7.92
O00002549,1,168.32
O00002550,3,142.9
O00002551,2,110.98
O00002552,3,332.16
O00002553,4,172.92000000000002
O00002554,5,950.75
O00002555,3,228.33999999999997
O00002556,3,1216.22
O00002557,2,155.39
O00002558,5,895.68
O00002559,1,57.87
O00002560,7,1452.55
O00002561,1,130.95
O00002562,6,1046.6599999999999
O00002563,6,1469.38
O00002564,5,1781.38
O00002565,4,253.68
O00002566,5,1072.76
O00002567,5,914.83
O00002568,4,954.9
O00002569,3,256.19
O00002570,2,74.46
O00002571,3,14.04
O00002572,2,122.27
O00002573,4,289.14
O00002574,6,3313.67
O00002575,6,2036.5700000000002
O00002576,10,798.14
O00002577,1,64.27
O00002578,1,168.25
O00002579,4,488.69000000000005
O00002580,3,159.78
O00002581,2,94.57
O00002582,1,157.51
O00002583,1,71.29
O00002584,3,496.36
O00002585,8,3404.65
O00002586,1,65.6
O00002587,1,12.76
O00002588,1,386.33
O00002589,4,415.91
O00002590,1,150.71
O00002591,2,129.29
O00002592,5,1756.19
O00002593,3,551.01
O00002594,4,537.55
O00002595,1,27.24
O00002596,2,350.58
O00002597,7,3058.66
O00002598,1,9.58
O00002599,7,1611.3
O00002600,3,204.01
O00002601,3,185.13
O00002602,7,1863.26
O00002603,5,354.09000000000003
O00002604,6,393.03
O00002605,5,299.27
O00002606,1,83.11
O00002607,2,28.509999999999998
O00002608,8,919.54
O00002609,3,252.43
O00002610,4,1117.6599999999999
O00002611,2,68.69
O00002612,6,165.96
O00002613,1,319.15
O00002614,2,42.3
O00002615,6,946.47
O00002616,2,117.10000000000001
O00002617,2,686.56
O00002618,1,206.86
O00002619,3,58.68
O00002620,8,1291.71
O00002621,4,358.5
O00002622,7,1124.1299999999999
O00002623,1,17.6
O00002624,1,359.12
O00002625,2,45.43
O00002626,3,897.46
O00002627,6,1444.95
O00002628,1,152.1
O00002629,3,201.43
O00002630,1,1.78
O00002631,2,117.48
O00002632,3,513.58
O00002633,3,175.55
O00002634,1,101.97
O00002635,1,846.61
O00002636,2,80.38
O00002637,5,476.01
O00002638,3,100.64999999999999
O00002639,3,585.71
O00002640,3,715.38
O00002641,5,2372.85
O00002642,3,669.84
O00002643,3,197.28
O00002644,3,136.64000000000001
O00002645,5,1561.73
O00002646,2,999.2
O00002647,1,331.98
O00002648,2,722.96
O00002649,5,424.07
O00002650,5,3626.14
O00002651,7,2538.38
O00002652,2,139.12
O00002653,5,1130.1999999999998
O00002654,4,184.79999999999998
O00002655,1,460.66
O00002656,6,581.33
O00002657,2,56.75
O00002658,1,992.56
O00002659,6,479.14
O00002660,1,10.39
O00002661,2,402.6
O00002662,1,70.23
O00002663,1,40.14
O00002664,1,61.35
O00002665,4,234.25
O00002666,3,200.82
O00002667,5,914.3
O00002668,6,2675.55
O00002669,7,2130.25
O00002670,4,146.17000000000002
O00002671,4,154.81
O00002672,2,92.8
O00002673,3,1157.03
O00002674,4,581.06
O00002675,2,720.58
O00002676,2,530.14
O00002677,4,1385.17
O00002678,2,1728.38
O00002679,1,435.72
O00002680,4,254.86
O00002681,2,114.34
O00002682,3,1837.9099999999999
O00002683,2,504.18
O00002684,3,202.56
O00002685,6,398.93
O00002686,1,207.26
O00002687,1,957.88
O00002688,2,1623.98
O00002689,5,1377.68
O00002690,5,362.27
O00002691,5,337.27
O00002692,5,1021.03
O00002693,1,238.36
O00002694,1,50.01
O00002695,3,955.8299999999999
O00002696,8,1201.02
O00002697,6,2348.53
O00002698,4,1344.09
O00002699,8,537.22
O00002700,5,3051.5099999999998
O00002701,5,1314.8
O00002702,8,433.97
O00002703,3,573.1800000000001
O00002704,4,2913.91
O00002705,1,180.4
O00002706,5,769.5799999999999
O00002707,1,37.59
O00002708,3,604.08
O00002709,4,2462.2000000000003
O00002710,3,100.76
O00002711,1,98.79
O00002712,2,271.76
O00002713,2,1728.38
O00002714,2,282.65
O00002715,12,4918.02
O00002716,2,336.5
O00002717,7,347.98
O00002718,4,1427.85
O00002719,2,553.91
O00002720,5,457.45
O00002721,4,55.19
O00002722,3,231.3
O00002723,1,9.58
O00002724,4,285.45
O00002725,2,263.55
O00002726,1,55.25
O00002727,3,95.91
O00002728,4,195.92000000000002
O00002729,4,273.16
O00002730,1,113.98
O00002731,6,349.03
O00002732,3,716.72
O00002733,1,67.52
O00002734,1,48.64
O00002735,4,1092.71
O00002736,1,82.68
O00002737,6,2372.99
O00002738,2,1065.91
O00002739,6,450.44
O00002740,7,385.5
O00002741,2,448.63
O00002742,1,53.8
O00002743,3,151.18
O00002744,3,29.43
O00002745,1,68.81
O00002746,4,225.05
O00002747,2,148.73
O00002748,1,19.14
O00002749,3,178.18
O00002750,1,503.48
O00002751,1,77.3
O00002752,6,1388.69
O00002753,2,143.51999999999998
O00002754,6,675.1899999999999
O00002755,6,1338.76
O00002756,3,84.27
O00002757,6,569.8199999999999
O00002758,3,1257.3700000000001
O00002759,2,282.42
O00002760,2,73.78
O00002761,2,1298.36
O00002762,1,71.52
O00002763,5,1077.3
O00002764,2,333.28
O00002765,2,73.88
O00002766,2,48.769999999999996
O00002767,3,397.0
O00002768,4,353.02
O00002769,1,576.97
O00002770,4,539.81
O00002771,4,4231.46
O00002772,4,65.61
O00002773,4,473.59
O00002774,1,651.6
O00002775,6,395.69
O00002776,4,136.65
O00002777,4,965.15
O00002778,4,194.17000000000002
O00002779,2,11.58
O00002780,1,224.43
O00002781,4,203.04000000000002
O00002782,1,148.87
O00002783,1,190.22
O00002784,2,336.44
O00002785,3,435.35
O00002786,1,142.59
O00002787,4,1840.0500000000002
O00002788,4,180.3
O00002789,2,200.18
O00002790,1,1097.96
O00002791,4,371.53
O00002792,4,149.1
O00002793,6,592.67
O00002794,5,1517.11
O00002795,2,31.26
O00002796,4,358.37
O00002797,2,60.18
O00002798,1,1028.88
O00002799,5,1039.16
O00002800,4,489.78000000000003
O00002801,5,1036.3300000000002
O00002802,7,1015.34
O00002803,5,844.36
O00002804,1,32.46
O00002805,1,34.58
O00002806,4,94.27000000000001
O00002807,5,283.11
O00002808,3,8.97
O00002809,6,2089.1800000000003
O00002810,5,448.81000000000006
O00002811,4,3237.12
O00002812,1,18.38
O00002813,1,19.35
O00002814,1,106.67
O00002815,3,423.73
O00002816,6,135.45000000000002
O00002817,3,93.24
O00002818,5,497.16
O00002819,4,72.51
O00002820,1,52.77
O00002821,5,1833.85
O00002822,5,541.45
O00002823,2,1476.04
O00002824,3,320.13
O00002825,1,7.42
O00002826,1,247.43
O00002827,3,476.3
O00002828,3,360.18
O00002829,2,317.1
O00002830,2,79.29
O00002831,7,1114.47
O00002832,4,579.73
O00002833,4,145.55
O00002834,1,7.76
O00002835,1,26.79
O00002836,4,526.05
O00002837,3,675.24
O00002838,3,371.83
O00002839,4,363.5
O00002840,1,12.76
O00002841,1,2.83
O00002842,1,138.24
O00002843,2,81.87
O00002844,1,49.59
O00002845,1,49.73
O00002846,1,3.69
O00002847,2,395.19
O00002848,2,268.77
O00002849,1,49.21
O00002850,2,1602.43
O00002851,3,657.93
O00002852,6,508.48999999999995
O00002853,7,196.18
O00002854,5,807.3199999999999
O00002855,4,625.55
O00002856,7,428.86
O00002857,4,1748.95
O00002858,2,165.54
O00002859,3,158.99
O00002860,1,158.55
O00002861,3,112.47
O00002862,5,498.14
O00002863,3,1088.52
O00002864,3,2186.91
O00002865,1,127.42
O00002866,9,780.84
O00002867,3,57.42
O00002868,3,8.25
O00002869,4,310.13
O00002870,2,526.72
O00002871,3,219.57999999999998
O00002872,9,2876.8599999999997
O00002873,3,1217.9
O00002874,4,443.73
O00002875,1,548.83
O00002876,7,331.83
O00002877,2,133.65
O00002878,2,561.4799999999999
O00002879,3,202.62
O00002880,1,5.11
O00002881,4,502.86
O00002882,5,681.9
O00002883,6,745.01
O00002884,6,1089.14
O00002885,2,224.93
O00002886,9,1259.5
O00002887,10,2768.1600000000003
O00002888,1,1206.17
O00002889,3,535.28
O00002890,2,119.81
O00002891,2,78.42
O00002892,4,607.55
O00002893,2,126.86000000000001
O00002894,6,1474.44
O00002895,4,965.72
O00002896,2,426.5
O00002897,1,5.28
O00002898,8,2075.57
O00002899,7,894.33
O00002900,2,1418.75
O00002901,6,5323.75
O00002902,2,39.42
O00002903,1,106.81
O00002904,5,175.25
O00002905,4,653.44
O00002906,6,452.88
O00002907,3,147.2
O00002908,2,347.88
O00002909,2,736.9100000000001
O00002910,1,811.5
O00002911,2,120.46
O00002912,5,311.96
O00002913,3,171.17000000000002
O00002914,1,494.84
O00002915,2,49.480000000000004
O00002916,3,2601.96
O00002917,2,484.22
O00002918,1,212.46
O00002919,1,13.24
O00002920,1,894.8
O00002921,2,206.81
O00002922,1,631.84
O00002923,3,1324.11
O00002924,4,283.74
O00002925,2,97.28999999999999
O00002926,8,1022.9699999999999
O00002927,2,383.78
O00002928,1,254.74
O00002929,1,992.56
O00002930,7,2857.11
O00002931,3,1718.18
O00002932,1,47.03
O00002933,1,168.44
O00002934,3,162.39
O00002935,10,374.89
O00002936,1,106.52
O00002937,3,201.3
O00002938,3,214.38
O00002939,1,83.52
O00002940,1,138.24
O00002941,7,1265.08
O00002942,5,173.42000000000002
O00002943,4,251.74
O00002944,1,108.5
O00002945,3,29.76
O00002946,8,835.23
O00002947,1,23.92
O00002948,1,2.48
O00002949,2,168.96
O00002950,2,132.32
O00002951,2,260.49
O00002952,2,248.68
O00002953,1,1463.26
O00002954,4,602.47
O00002955,2,213.62
O00002956,2,33.72
O00002957,1,83.34
O00002958,1,123.68
O00002959,1,170.53
O00002960,2,229.38
O00002961,2,108.58
O00002962,4,466.15
O00002963,2,41.3
O00002964,4,209.76000000000002
O00002965,2,106.32
O00002966,1,7.37
O00002967,2,451.74
O00002968,3,302.09000000000003
O00002969,2,755.62
O00002970,4,491.31
O00002971,1,57.18
O00002972,1,105.35
O00002973,2,1394.14
O00002974,6,1493.61
O00002975,2,314.22
O00002976,2,98.13999999999999
O00002977,2,273.0
O00002978,8,1087.56
O00002979,2,435.56
O00002980,1,27.19
O00002981,1,118.17
O00002982,2,224.82
O00002983,2,600.09
O00002984,1,1075.65
O00002985,1,59.97
O00002986,2,70.04
O00002987,3,722.89
O00002988,5,1431.97
O00002989,5,2540.92
O00002990,6,349.64
O00002991,3,329.61
O00002992,5,559.03
O00002993,1,54.93
O00002994,7,469.42
O00002995,1,18.65
O00002996,1,55.76
O00002997,1,1006.47
O00002998,1,36.53
O00002999,4,396.76
O00003000,4,675.53
O00003001,4,1179.52
O00003002,3,739.49
O00003003,2,123.36
O00003004,1,367.54
O00003005,6,243.32999999999998
O00003006,1,68.37
O00003007,3,781.5899999999999
O00003008,1,63.31
O00003009,4,557.04
O00003010,6,498.84000000000003
O00003011,3,1304.01
O00003012,1,45.28
O00003013,5,3447.8599999999997
O00003014,6,477.34999999999997
O00003015,4,423.15999999999997
O00003016,5,275.58
O00003017,1,166.37
O00003018,3,588.32
O00003019,6,1083.76
O00003020,3,1318.53
O00003021,4,292.09000000000003
O00003022,1,88.96
O00003023,4,2652.75
O00003024,1,10.2
O00003025,1,63.48
O00003026,3,1605.41
O00003027,1,63.33
O00003028,3,569.6500000000001
O00003029,6,425.07
O00003030,3,164.15
O00003031,9,510.98
O00003032,3,3863.85
O00003033,7,1640.2399999999998
O00003034,6,1403.71
O00003035,3,115.86000000000001
O00003036,3,251.14
O00003037,2,81.07
O00003038,3,194.22
O00003039,4,617.7900000000001
O00003040,3,392.46
O00003041,3,337.47
O00003042,1,55.28
O00003043,4,83.67
O00003044,3,336.84
O00003045,1,26.05
O00003046,2,742.6600000000001
O00003047,5,570.0500000000001
O00003048,4,888.9
O00003049,2,292.34
O00003050,2,192.22
O00003051,1,331.98
O00003052,1,30.01
O00003053,4,313.09999999999997
O00003054,1,74.41
O00003055,1,21.91
O00003056,5,347.0
O00003057,4,488.3
O00003058,2,114.6
O00003059,7,138.20000000000002
O00003060,3,1507.76
O00003061,1,114.66
O00003062,1,64.63
O00003063,1,72.49
O00003064,9,2924.2200000000003
O00003065,2,305.47
O00003066,6,855.42
O00003067,1,153.71
O00003068,5,118.82000000000001
O00003069,2,702.55
O00003070,5,1878.8600000000001
O00003071,1,133.58
O00003072,3,1524.92
O00003073,2,177.36
O00003074,3,109.26
O00003075,3,755.76
O00003076,5,1167.94
O00003077,2,239.13
O00003078,4,517.53
O00003079,2,964.82
O00003080,2,58.019999999999996
O00003081,2,985.28
O00003082,2,119.03999999999999
O00003083,1,675.42
O00003084,5,1205.8600000000001
O00003085,3,814.55
O00003086,3,254.12
O00003087,3,959.75
O00003088,1,65.21
O00003089,3,169.51
O00003090,1,300.24
O00003091,1,44.29
O00003092,4,363.46999999999997
O00003093,4,361.34999999999997
O00003094,2,30.259999999999998
O00003095,3,469.87
O00003096,1,335.61
O00003097,3,555.03
O00003098,1,9.32
O00003099,8,673.64
O00003100,2,827.39
O00003101,6,600.99
O00003102,7,2797.11
O00003103,3,1859.7400000000002
O00003104,2,107.00999999999999
O00003105,4,165.32
O00003106,4,1460.8400000000001
O00003107,1,90.82
O00003108,9,1960.92
O00003109,1,369.87
O00003110,2,227.93
O00003111,3,418.93
O00003112,2,590.62
O00003113,3,54.17
O00003114,3,209.32999999999998
O00003115,4,633.0899999999999
O00003116,2,52.14
O00003117,6,1292.79
O00003118,7,1708.37
O00003119,2,139.64000000000001
O00003120,2,52.0
O00003121,5,121.02000000000001
O00003122,2,82.14999999999999
O00003123,2,420.78
O00003124,4,1761.71
O00003125,5,1312.02
O00003126,1,21.91
O00003127,3,155.25
O00003128,4,922.47
O00003129,1,18.37
O00003130,1,21.38
O00003131,1,92.91
O00003132,3,287.94
O00003133,1,34.17
O00003134,1,50.96
O00003135,7,2966.9
O00003136,3,569.3
O00003137,3,393.85
O00003138,2,194.2
O00003139,7,1116.51
O00003140,4,540.6800000000001
O00003141,2,521.11
O00003142,1,360.29
O00003143,4,57.36
O00003144,3,391.77
O00003145,2,874.08
O00003146,3,170.65
O00003147,2,52.93
O00003148,1,209.1
O00003149,2,941.14
O00003150,5,1345.07
O00003151,3,1256.05
O00003152,2,1350.84
O00003153,2,294.22
O00003154,3,62.97
O00003155,3,410.22
O00003156,6,737.27
O00003157,7,186.91000000000003
O00003158,2,153.18
O00003159,1,168.03
O00003160,2,411.48
O00003161,1,253.68
O00003162,1,386.33
O00003163,7,127.92
O00003164,2,264.32
O00003165,3,314.54
O00003166,3,63.45
O00003167,1,46.12
O00003168,1,658.02
O00003169,2,12.14
O00003170,1,112.79
O00003171,3,869.22
O00003172,3,395.99
O00003173,3,294.65999999999997
O00003174,3,347.11
O00003175,1,79.55
O00003176,4,117.69
O00003177,2,144.11
O00003178,2,800.84
O00003179,1,34.94
O00003180,3,247.77
O00003181,4,1059.52
O00003182,4,66.69999999999999
O00003183,1,45.74
O00003184,3,873.1
O00003185,3,384.93
O00003186,1,87.48
O00003187,8,1778.1399999999999
O00003188,1,109.92
O00003189,3,691.47
O00003190,4,2348.4500000000003
O00003191,7,728.79
O00003192,2,708.58
O00003193,3,150.95
O00003194,2,267.16
O00003195,1,75.93
O00003196,6,492.80000000000007
O00003197,2,182.95999999999998
O00003198,3,24.72
O00003199,6,760.68
O00003200,4,311.83000000000004
O00003201,2,712.65
O00003202,2,694.8800000000001
O00003203,7,6340.4
O00003204,1,72.4
O00003205,2,70.8
O00003206,5,560.16
O00003207,3,1269.7900000000002
O00003208,2,431.0
O00003209,4,983.6500000000001
O00003210,6,3236.7
O00003211,6,1497.3000000000002
O00003212,4,161.87
O00003213,2,155.33999999999997
O00003214,1,32.78
O00003215,5,462.83
O00003216,2,542.3100000000001
O00003217,1,92.36
O00003218,5,727.45
O00003219,5,431.07
O00003220,1,1016.69
O00003221,3,195.22000000000003
O00003222,2,708.98
O00003223,1,21.38
O00003224,1,98.25
O00003225,3,970.78
O00003226,2,273.25
O00003227,2,61.86
O00003228,3,302.45000000000005
O00003229,4,680.88
O00003230,3,60.78
O00003231,3,1262.82
O00003232,4,463.81
O00003233,5,936.6
O00003234,2,236.66
O00003235,4,172.9
O00003236,1,45.18
O00003237,5,550.41
O00003238,5,1193.28
O00003239,6,2237.08
O00003240,4,265.85
O00003241,5,1989.5
O00003242,1,39.96
O00003243,2,263.5
O00003244,1,313.89
O00003245,2,790.3
O00003246,1,109.92
O00003247,2,321.48
O00003248,3,889.5
O00003249,3,177.39
O00003250,2,519.22
O00003251,2,119.92
O00003252,1,23.92
O00003253,1,130.87
O00003254,1,44.46
O00003255,5,200.26999999999998
O00003256,1,180.9
O00003257,3,1580.33
O00003258,2,75.0
O00003259,2,1129.33
O00003260,1,59.96
O00003261,3,195.54999999999998
O00003262,3,616.85
O00003263,2,730.3
O00003264,4,857.26
O00003265,1,26.07
O00003266,1,51.94
O00003267,1,84.7
O00003268,2,165.54
O00003269,4,417.25999999999993
O00003270,1,327.68
O00003271,3,169.82
O00003272,1,52.33
O00003273,1,253.18
O00003274,1,401.3
O00003275,1,254.74
O00003276,2,1268.43
O00003277,5,177.72
O00003278,2,269.9
O00003279,2,125.8
O00003280,10,3808.4600000000005
O00003281,1,103.54
O00003282,3,156.3
O00003283,3,78.46000000000001
O00003284,1,236.97
O00003285,1,75.93
O00003286,5,796.2099999999999
O00003287,4,218.26999999999998
O00003288,2,34.12
O00003289,3,1228.83
O00003290,6,646.37
O00003291,2,61.52
O00003292,6,748.52
O00003293,4,1403.85
O00003294,2,63.4
O00003295,1,118.8
O00003296,3,556.38
O00003297,1,77.99
O00003298,2,255.8
O00003299,2,16.1
O00003300,3,490.31
O00003301,2,331.63
O00003302,3,656.85
O00003303,2,102.1
O00003304,5,159.3
O00003305,8,521.5
O00003306,1,137.82
O00003307,4,442.80999999999995
O00003308,2,152.8
O00003309,2,155.15
O00003310,3,48.42
O00003311,1,651.6
O00003312,5,508.65
O00003313,3,1477.44
O00003314,5,1873.62
O00003315,1,49.09
O00003316,4,174.47
O00003317,1,71.29
O00003318,2,356.88
O00003319,1,142.27
O00003320,1,130.87
O00003321,5,353.28000000000003
O00003322,5,799.96
O00003323,1,13.83
O00003324,2,107.41
O00003325,1,529.06
O00003326,4,1543.81
O00003327,4,1279.5
O00003328,2,372.96000000000004
O00003329,5,444.8
O00003330,1,129.7
O00003331,2,301.06
O00003332,4,150.08
O00003333,2,100.13
O00003334,6,346.58
O00003335,1,36.54
O00003336,4,287.88
O00003337,4,145.92
O00003338,1,305.42
O00003339,4,3207.86
O00003340,7,1898.34
O00003341,4,2142.16
O00003342,4,626.98
O00003343,1,21.12
O00003344,1,219.72
O00003345,2,185.82
O00003346,1,84.37
O00003347,5,406.13
O00003348,1,104.38
O00003349,1,103.54
O00003350,1,62.75
O00003351,3,1196.58
O00003352,4,2548.3
O00003353,4,1436.38
O00003354,4,47.010000000000005
O00003355,5,2562.54
O00003356,1,37.59
O00003357,1,26.79
O00003358,3,1389.24
O00003359,6,2171.31
O00003360,10,4103.49
O00003361,2,570.99
O00003362,3,1587.18
O00003363,2,196.96
O00003364,3,45.87
O00003365,3,256.25
O00003366,4,1431.4199999999998
O00003367,2,83.14
O00003368,1,7.92
O00003369,1,9.97
O00003370,3,194.62
O00003371,1,56.18
O00003372,3,625.02
O00003373,2,175.04
O00003374,1,369.87
O00003375,5,922.0999999999999
O00003376,1,103.58
O00003377,3,2811.7700000000004
O00003378,1,91.4
O00003379,3,421.83000000000004
O00003380,2,67.28
O00003381,2,446.85
O00003382,4,193.67000000000002
O00003383,2,40.3
O00003384,2,220.12
O00003385,5,211.61
O00003386,1,155.2
O00003387,1,9.27
O00003388,1,75.4
O00003389,2,1424.38
O00003390,2,1093.26
O00003391,6,273.5
O00003392,4,205.33
O00003393,1,151.39
O00003394,3,158.26
O00003395,1,18.37
O00003396,1,667.59
O00003397,1,1077.43
O00003398,1,118.8
O00003399,2,126.16
O00003400,3,473.37
O00003401,6,1474.25
O00003402,4,173.60999999999999
O00003403,7,1857.72
O00003404,6,1365.33
O00003405,3,173.97
O00003406,3,501.21
O00003407,3,123.97
O00003408,2,436.4
O00003409,1,69.5
O00003410,2,621.77
O00003411,3,534.48
O00003412,4,160.07
O00003413,6,436.13
O00003414,6,711.9399999999999
O00003415,2,378.6
O00003416,8,3554.99
O00003417,4,1001.1300000000001
O00003418,3,569.52
O00003419,5,104.28
O00003420,1,484.18
O00003421,3,831.9399999999999
O00003422,3,965.42
O00003423,3,2487.88
O00003424,3,806.28
O00003425,3,584.3
O00003426,1,202.11
O00003427,4,213.0
O00003428,1,185.03
O00003429,1,56.05
O00003430,2,26.48
O00003431,7,347.36
O00003432,4,178.17
O00003433,5,688.45
O00003434,1,54.48
O00003435,4,492.82
O00003436,2,259.24
O00003437,4,599.6
O00003438,4,631.57
O00003439,4,731.7499999999999
O00003440,3,120.05
O00003441,1,4.68
O00003442,5,657.63
O00003443,1,55.76
O00003444,3,125.42999999999999
O00003445,1,278.74
O00003446,3,166.22
O00003447,1,100.06
O00003448,2,336.06
O00003449,4,922.8299999999999
O00003450,3,238.3
O00003451,5,554.8100000000001
O00003452,6,1136.31
O00003453,3,184.42000000000002
O00003454,3,908.15
O00003455,2,333.66
O00003456,3,130.26
O00003457,2,1010.15
O00003458,3,245.04
O00003459,2,116.62
O00003460,3,37.56
O00003461,2,374.96
O00003462,1,164.35
O00003463,2,585.66
O00003464,4,1393.83
O00003465,1,42.5
O00003466,1,864.19
O00003467,4,966.05
O00003468,1,56.6
O00003469,1,72.71
O00003470,3,222.45
O00003471,7,220.44
O00003472,1,728.97
O00003473,1,16.86
O00003474,2,156.22
O00003475,5,1832.1599999999999
O00003476,2,273.48
O00003477,2,359.27
O00003478,4,184.4
O00003479,7,920.69
O00003480,1,110.72
O00003481,3,319.44
O00003482,1,811.5
O00003483,1,270.77
O00003484,2,364.93999999999994
O00003485,1,112.71
O00003486,4,267.15
O00003487,1,661.52
O00003488,1,291.84
O00003489,3,406.46
O00003490,1,97.72
O00003491,3,134.1
O00003492,4,102.28
O00003493,4,2025.69
O00003494,2,386.11
O00003495,5,744.98
O00003496,1,77.63
O00003497,1,234.99
O00003498,1,99.56
O00003499,3,91.83
O00003500,3,444.99
O00003501,2,153.79999999999998
O00003502,2,684.0699999999999
O00003503,1,570.57
O00003504,7,352.53999999999996
O00003505,2,201.92000000000002
O00003506,6,286.17
O00003507,3,80.37
O00003508,1,33.41
O00003509,3,234.66
O00003510,4,361.67
O00003511,5,927.3900000000001
O00003512,2,174.79
O00003513,4,758.75
O00003514,3,1836.6299999999999
O00003515,5,986.48
O00003516,5,272.18
O00003517,1,125.28
O00003518,1,110.1
O00003519,5,3400.0800000000004
O00003520,1,26.31
O00003521,1,26.54
O00003522,5,810.55
O00003523,1,531.53
O00003524,4,261.12
O00003525,2,10.58
O00003526,4,1127.87
O00003527,2,28.66
O00003528,4,171.05
O00003529,4,1181.94
O00003530,2,1228.93
O00003531,7,304.56
O00003532,4,2088.19
O00003533,4,592.06
O00003534,3,251.94
O00003535,3,422.69
O00003536,1,228.38
O00003537,3,312.87
O00003538,1,840.01
O00003539,4,410.68
O00003540,1,61.35
O00003541,2,661.96
O00003542,6,2325.01
O00003543,1,152.1
O00003544,2,70.16
O00003545,5,205.97
O00003546,6,2039.42
O00003547,1,157.79
O00003548,1,18.37
O00003549,1,297.5
O00003550,2,513.2
O00003551,3,242.52
O00003552,3,1018.28
O00003553,2,303.31
O00003554,4,300.84000000000003
O00003555,1,97.57
O00003556,1,82.68
O00003557,2,274.98
O00003558,2,106.32
O00003559,4,241.36
O00003560,1,18.15
O00003561,6,533.14
O00003562,3,296.43
O00003563,1,55.21
O00003564,1,33.02
O00003565,1,202.11
O00003566,2,251.34
O00003567,2,31.869999999999997
O00003568,4,116.27
O00003569,4,44.73
O00003570,1,31.17
O00003571,1,85.79
O00003572,4,468.57
O00003573,2,303.68
O00003574,1,39.34
O00003575,2,1328.19
O00003576,7,1094.77
O00003577,1,27.21
O00003578,4,582.97
O00003579,1,147.47
O00003580,6,1695.0
O00003581,1,26.49
O00003582,3,296.36
O00003583,8,577.85
O00003584,2,95.33
O00003585,1,70.7
O00003586,2,1076.84
O00003587,1,9.49
O00003588,1,23.28
O00003589,1,143.79
O00003590,3,1362.77
O00003591,5,690.0600000000001
O00003592,1,36.34
O00003593,4,1848.24
O00003594,2,40.82
O00003595,4,3073.26
O00003596,4,1105.1399999999999
O00003597,1,157.95
O00003598,1,8.99
O00003599,3,298.16
O00003600,1,42.15
O00003601,4,693.62
O00003602,5,189.48999999999998
O00003603,3,266.91
O00003604,3,1033.86
O00003605,2,807.9
O00003606,4,626.7099999999999
O00003607,6,2179.69
O00003608,2,125.48
O00003609,2,291.39
O00003610,1,157.61
O00003611,1,75.81
O00003612,3,356.92999999999995
O00003613,5,903.27
O00003614,5,3861.0599999999995
O00003615,3,954.63
O00003616,1,45.55
O00003617,2,724.46
O00003618,7,443.71999999999997
O00003619,4,1040.44
O00003620,1,20.68
O00003621,1,187.99
O00003622,3,206.04
O00003623,2,361.42
O00003624,4,297.31000000000006
O00003625,4,5334.36
O00003626,3,1324.11
O00003627,1,368.82
O00003628,1,83.11
O00003629,1,85.46
O00003630,3,1597.1000000000001
O00003631,3,1315.38
O00003632,4,111.65
O00003633,1,189.79
O00003634,1,1151.47
O00003635,4,723.75
O00003636,1,29.52
O00003637,2,84.9
O00003638,1,51.78
O00003639,4,1093.8
O00003640,1,361.55
O00003641,1,363.25
O00003642,4,291.45
O00003643,4,404.68
O00003644,9,1731.79
